,discount,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,rating,order_id,city,category,payment_method,phone,state
929,,25.00,-5,2023-02-08,249975.00,CUST_???,Sticky Notes,,,ORD_0872,pune,Stationerys,cod,9290420400,  Maharashtra
930,30.8,Rs. 199.00,18,30/07/2024,0.00,CUST_0270 ,Phone Holder  ,,0,ord_0136,  Kolkata,Accessories,Debit Card,+91-93358-12490,  West Bengal
932,30,85.00,,05-05-2023,0.00,CUST_0466,Stapler,,Good,ORD_0874,CHENNAI,Stationery, Debit Card,9003227810,
935,8,,-5,1688581800,0.00,CUST_0127,Office Chair,,6,ORD_0877,,furniture,WALLET,9736709684,M@h@r@shtr@
936,,Rs. 85.00,,12-09-2023,$0.00,CUST_,Stapler,,2,ORD_0878,Mumbai,Stat, Credit Card,93956 34062,maharashtra
939,150,inf,320,07/01/2024,,CUST_0105,Monitor,,5 stars,ORD_0881 ,Surat,ELECTRONICS,,09646439547,Gujarat
941,150,8500.0,375.0,19-Sep-2023,34000.00,CUST_0497,Monitor,,,ORD_0883,kolkata,  Electronics  ,,90620 61464,
949,12.8,Rs. 1200.00,-5,17-Jun-2024,Rs.1200,CUST_0232,Laptop Stand,,0,ORD_0891,"Delhi,",electronics,UPI,919156560180,  Delhi
951,12.8,Rs. 1200.00,-5,17-Jun-2024,Rs.1200,CUST_0232,Laptop Stand,,0,ORD_0891,"Delhi,",electronics,UPI,919156560180_dup,  Delhi
955,23,120#,2,19-02-2023,,CUST_0544,HDMI Cable,,4,ORD_0896,  Ahmedabad,Elec,UPI,919989579083,  Gujarat
959,14,750..,481,12-06-2023,-134250.00,CUST_0565,Keyboard,,,ORD_0899 ,,electronics, Net Banking,09457048138,
961,-5,,190.0,"Jul 08, 2023",3918.78,CUST_0160 ,Office Chair,,,ORD_0901, Jaipur ,Furn,NET BANKING,9733027889,
962,10%,35.0,,2023-10-12,53.90,CUST_0551 ,Pen Set,,Good,ORD_0902,,Stationery,UPI,+91 96901 30267,West Bengal
966,,8500.00,,2024-10-07,71400.00,#REF!,Monitor,,5 stars,ORD_0906 ,MUMBAI,electronics,UPI,9061765849,Maharashtra
968,10%,85#,19,21-11-2024,"$34,935.00",CUST_,Stapler,,Good,ORD_0908,  Hyderabad,Stationery,net banking,09064112271,telangana
973,-5,,8,28/04/2024,31152.00,CUST_0380,Bookshelf,,6,ORD_0913,ahmedabad,  Furniture  ,,919225780021,Guj@r@t
975,,75..,463,2023-07-05,-787421.25,00442,Screen Cleaner,,6,ORD_0915,mumbai,  Accessories  ,,09567424564,
980,150,2200.0,9999,27-May-2023,"$8,800.00",#REF!,Bookshelf,,3,ord_0920,bangalore,  Furniture  ,Net Banking,+91-98309-12514,
985,150,9800.00,0,13/08/2024,134064.00,,Standing Desk,,5 stars,ord_0925,  Kolkata,furniture, Wallet,09183909027,
998,,45#,175,"Sep 03, 2024",0.00,CUST_,Notebook (New),,-1,ORD_0938,,STATIONERY,credit card,09539659375,
1003,150,9800#,-2,"Mar 22, 2024","$27,988.80",CUST_???,Standing Desk,,6,ord_0943,,furniture,upi,09710284415,Guj@r@t
1009,10%,4500,0,"Aug 24, 2023",Rs.0,CUST_0207 ,Office Chair,,5,ORD_0949,Bangalore,  Furniture  ,COD,+91 93484 05953,
1011,,1200#,4,1715711400,0.00,CUST_0128,Laptop Stand,,1,ORD_0951,HYDERABAD,Elec,,09010696453,
1021,10%,Rs. 850.00,4,1726770600,Rs.3868,00208,Laptop Bag,,5 stars,ORD_0960 ,,  Accessories  ,,+91-92180-24881,Tel@ng@n@
1022,150,2200..,2,2023-05-07,25957404.00,CUST_0145 ,Bookshelf,,3,ORD_0961,KOLKATA,Furn,COD,09271304496,
1027,,25.0,9999,"Feb 27, 2024",133.28,CUST_0118,Sticky Notes,,-1,ord_0966,"Jaipur,",STATIONERY, UPI,+91 96034 46192,  Rajasthan
1042,,35,459,2023-12-13,630.00,CUST_,Pen Set (New),,0,ORD_0980,unknown,stationery,,919346361375,Gujarat
1048,10%,899.0,,08-03-2024,,#REF!,USB Hub,,Good,ord_0986,unknown,Elec, Credit Card,09711497008,Gujarat
1049,17,inf,9999,1727893800,,CUST_0355,Monitor,,,ORD_0987, Mumbai ,Elec,,09461878115,maharashtra
1050,,inf,0,2023-10-23,41800.00,CUST_,Bookshelf,,,ORD_0988 ,,FURNITURE,net banking,97753 16608,
1053,150,inf,12,13/12/2024,280500.00,CUST_0456,Laptop Bag,,0,ORD_0991,MUMBAI,Acce,UPI,91082 31347,M@h@r@shtr@
1060,,Rs. 199.00,15,01-May-2024,2537.25,CUST_0128,Phone Holder,,,ORD_0997,delhi,Accessoriess,Debit Card,+91-90648-16401,
